046273E91502,046273DFA8B3,046273E91501,046273DFA8B2,046273DFA8B1,046273E91503,046273E911B2,046273DFABB2,046273DFABB1,046273DFABB3,58F39CAFC452,046273E911B3,046273E911B1,58F39CCDC9B1,58F39CCDC9B3,58F39CCDC9B2,046273E90381,046273E90383,046273E90382,58F39CACEC63,1005CA420971,1005CA420973,1005CA738D31,1005CA738D33,1005CA738D32,046273F8ABA1,1005CA420972,1005CA810DA2,1005CA810DA1,1005CA810DA3,58F39CE845C2,58F39CACEC62,58F39CE12B92,58F39CE12B93,58F39CACEC61,58F39CACEB31,1005CA738A03,1005CA886A23,58F39CE845C1,046273F8ABA2,046273F8ABA3,58F39C407B91,046273DAFAE3,58F39CC00A41,58F39CE12982,046273EE6691,046273EE6693,046273DAFAE2,046273EE6692,046273DB7613,046273DB7612,046273DB7611,58F39CC00A42,046273DAFAE1,58F39CE12981,58F39CE12983,58F39CE2F542,046273EE77A2,046273EE77A3,046273AC2CF3,58F39CC00A43,58F39CE12E43,58F39CBB84D3,58F39CBFE2A3,58F39CBB84D2,58F39CDED2B1,046273EE77A1,046273432AF1,58F39CDED2B2,58F39CDED2B3,046273AC2D11,046273AC2D13,58F39CE12E42,046273AC4262,58F39CF0E523,1005CA71F453,58F39CBB84D1,046273AC4261,1005CA810721,1005CA810723,1005CA810722,58F39CDED953,58F39CDED952,1005CA738C63,58F39CAFC451,58F39CE12D41,58F39CE12D42,58F39CDED951,58F39CE129A3,58F39CE129A2,pos
-72,-127,-73,-62,-63,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-127,-127,-127,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-61,-63,-127,-81,-127,-127,-127,-127,-127,-127,-75,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-63,-127,-67,-65,-127,-67,-127,-127,-127,-127,-68,-66,-127,-127,-127,-62,-65,-63,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-64,-73,-66,-66,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-62,-127,-127,-127,-127,-127,-127,-127,-59,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-60,-60,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-71,-127,-64,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-63,-127,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-70,-71,-127,-127,-127,-127,-127,-78,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-61,-71,-127,-59,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-66,-65,-66,-127,-127,-127,-127,-127,-127,-63,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-65,-127,-74,-127,-127,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-58,-127,-60,-62,-127,-68,-127,-127,-127,-127,-68,-69,-127,-127,-127,-63,-127,-63,-127,-127,-127,-127,-127,-127,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-66,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-75,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-71,-127,-71,-72,-70,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-61,-61,-62,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-127,-127,-127,-127,-127,-127,-127,-74,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-66,-127,-64,-67,-127,-127,-127,-127,-127,-127,-68,-127,-127,-127,-127,-62,-63,-62,-127,-127,-127,-127,-127,-127,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-61,-67,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-80,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-70,-64,-67,-64,-64,-67,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-64,-127,-127,-127,-127,-127,-127,-62,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-61,-61,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-66,-61,-127,-69,-61,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-64,-127,-127,-127,-127,-69,-69,-127,-70,-127,-127,-127,-127,-127,-85,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-72,-127,-75,-70,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-73,-72,-70,-127,-127,-127,-127,-127,-127,-61,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-62,-63,-127,-127,-127,-127,-127,-127,-127,-127,-127,-75,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,8
-127,-63,-127,-63,-62,-127,-70,-127,-127,-127,-127,-127,-70,-127,-127,-127,-65,-65,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-70,-127,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-72,-127,-127,-60,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-67,-67,-127,-127,-127,-127,-127,-127,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-66,-67,-127,-127,-127,-127,-127,-127,-127,-127,-75,-127,-75,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-53,-127,-64,-59,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-67,-63,-127,-127,-127,-127,-127,-127,-61,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-61,-61,-127,-127,-127,-127,-72,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-71,-57,-73,-127,-54,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-59,-60,-59,-127,-127,-127,-127,-127,-127,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-65,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-66,-127,-64,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-61,-63,-127,-127,-127,-127,-127,-127,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-68,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-54,-69,-56,-55,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-70,-69,-127,-75,-127,-127,-127,-127,-127,-76,-127,-127,-127,-127,-75,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-69,-66,-69,-60,-61,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-64,-63,-127,-127,-127,-127,-127,-127,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-66,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-83,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-69,-127,-69,-57,-62,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-127,-65,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-73,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-62,-127,-58,-60,-127,-127,-68,-127,-127,-127,-127,-127,-127,-127,-127,-68,-67,-127,-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-71,-127,-127,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-59,-127,-61,-60,-74,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-70,-71,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-71,-61,-72,-64,-62,-127,-127,-127,-127,-127,-127,-127,-68,-127,-127,-127,-64,-64,-62,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-68,-56,-127,-55,-57,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-64,-64,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-76,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-60,-127,-56,-56,-127,-68,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-127,-58,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-70,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-76,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-65,-72,-62,-61,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-62,-62,-62,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-74,-127,-127,-78,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-63,-127,-63,-63,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-73,-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-71,-72,-127,-70,-127,-127,-127,-127,-127,-127,-127,-84,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-70,-52,-71,-127,-51,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-60,-60,-60,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-72,-71,-127,-75,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-55,-127,-59,-60,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-58,-57,-64,-127,-127,-127,-127,-127,-127,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-66,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,9
-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-55,-55,-57,-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-74,-67,-127,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-85,-81,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-72,-68,-72,-69,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-60,-60,-60,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-66,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-87,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-68,-69,-127,-127,-127,-57,-57,-58,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-127,-71,-70,-127,-71,-127,-127,-127,-69,-127,-127,-127,-127,-127,-127,-127,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-75,-127,-127,-69,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-63,-61,-64,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-82,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-127,-59,-58,-59,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-69,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-127,-127,-127,-127,-127,-127,-76,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-57,-56,-57,-127,-127,-127,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-72,-72,-127,-127,-127,-127,-70,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-64,-127,-68,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-58,-127,-58,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-70,-69,-127,-127,-127,-58,-59,-58,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-71,-127,-127,-127,-127,-69,-68,-127,-68,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-68,-69,-127,-127,-127,-59,-60,-61,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-69,-68,-127,-71,-127,-127,-127,-71,-127,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-73,-127,-127,-127,-63,-127,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-58,-59,-57,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-72,-71,-127,-127,-127,-127,-73,-74,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-65,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-70,-71,-127,-68,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-71,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-69,-67,-127,-127,-127,-61,-61,-63,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-73,-127,-72,-71,-127,-71,-127,-127,-127,-71,-127,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-71,-67,-127,-127,-127,-56,-58,-57,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-127,-127,-71,-127,-127,-81,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-127,-127,-127,-71,-87,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-71,-127,-127,-127,-127,-64,-67,-127,-127,-127,-56,-56,-56,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-71,-69,-127,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,10
-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-65,-65,-127,-127,-127,-58,-58,-57,-127,-127,-127,-127,-127,-127,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-72,-74,-127,-127,-127,-127,-73,-73,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,11
-127,-65,-71,-67,-68,-73,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-55,-56,-55,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,11
-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-67,-66,-127,-127,-127,-65,-63,-63,-127,-127,-127,-127,-127,-127,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-72,-71,-127,-127,-127,-127,-66,-67,-127,-65,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,11
-127,-63,-74,-63,-63,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-68,-68,-68,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-69,-69,-127,-127,-127,-127,-127,-127,-127,-81,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,11
-127,-127,-127,-127,-127,-127,-67,-127,-127,-127,-127,-69,-68,-127,-127,-127,-69,-70,-68,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-73,-72,-127,-127,-127,-127,-70,-70,-127,-69,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,11
-127,-63,-127,-62,-62,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-70,-70,-71,-127,-127,-127,-127,-127,-127,-73,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-73,-72,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-78,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,11
